prioridad,negocio,categoria,dist_m,lat,lon,maps
1,Cafeteria Casa Macarena,café,0,18.453885,-97.39254,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Endulzate Cafeteria,café,0,18.45526,-97.392499,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Heladeria Y Paleteria Creamy,café,0,18.454355,-97.392526,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Heladeria Helados Y Nieves Naturales Tehuacan,café,1,18.459748,-97.394209,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Cafeteria Coffe & Sando,café,6,18.460139,-97.392444,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Finca San Agustin Cafe,café,7,18.457938,-97.392445,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Jugos Y Tortas California,café,9,18.459495,-97.392424,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Venta De Jugos Y Licuados,café,9,18.460862,-97.393094,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Cherry Food & Coffee,café,26,18.456997,-97.392748,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Delicrep,café,27,18.456734,-97.392756,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Bulgaru Frozen Kefir,café,30,18.454129,-97.392817,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Cafeteria Dulces Detalles,café,46,18.456402,-97.396674,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,La Crepa Sale Sucre,café,46,18.456402,-97.396674,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Venta De Comida San Pedro,café,55,18.456585,-97.391976,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Cafeteria Mientras Espero,café,76,18.461001,-97.394901,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Cafeteria Cafetti,café,77,18.456121,-97.396684,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Dr. Tapioca,café,77,18.457891,-97.393578,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Venta Jugos Sin Nombre,café,79,18.455119,-97.393257,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,La Casita De Dulces,café,82,18.453392,-97.39177,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Cafeteria Llerrier,café,84,18.460912,-97.39498,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Cooperativa De Primaria 21 De Marzo,café,89,18.453683,-97.397464,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Tienda Escolar De Primaria Ignacio Manuel Altamirano,café,89,18.453683,-97.397464,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Cafeteria Calle Melancolia,café,95,18.454898,-97.391618,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Cooperativa Escolar Sin Nombre Turno Matutino Escuela Primar,café,104,18.455339,-97.391516,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Tienda Escolar Primaria Ing Pastor Roauix Turno Vespertino,café,104,18.455339,-97.391516,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Cafe Sierra Negra,café,109,18.457574,-97.391481,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Venta De Jugos Y Licuados Sin Nombre,café,112,18.452587,-97.394487,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Cafe La Giralda,café,123,18.462077,-97.394352,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Desayuno Saludables Sin Nombre,café,134,18.446963,-97.412486,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Venta De Jugos Super Jugos Curativos,café,140,18.458671,-97.391184,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Venta De Productos De Electronica D& D Promotion,celulares,1,18.460975,-97.393687,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Tienda De Accesorios Para Celular Bas Prix,celulares,7,18.460133,-97.392572,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Venta De Accesorios Alpha Systems,celulares,7,18.459849,-97.392435,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Celular Shop,celulares,8,18.459776,-97.392433,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Accesorios De Celulares Movistar,celulares,9,18.46086,-97.392989,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,La Casa Del Celular,celulares,9,18.460865,-97.393283,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Tecnologia Inalambrica Del Itsmo,celulares,9,18.460856,-97.392705,https://mitehuacan.mx/?ruta=25-3-de-mayo
1,Tienda De Telefonos Pamec Telcel,celulares,9,18.460943,-97.392408,https://mitehuacan.mx/?ruta=25-3-de-mayo
